from	to	type
DIPHENHYDRAMINE HYDROCHLORIDE	Hrh1	antagonist
OC000459	Ptgdr2	antagonist
PAZOPANIB	Kdr	inhibitor
AMINOGLUTETHIMIDE	Cyp19a1	inhibitor
CHEMBL179334	Adra1a	antagonist
VARDENAFIL HYDROCHLORIDE	Pde5a	inhibitor
BORTEZOMIB	Psmd12	inhibitor
BORTEZOMIB	Psmd6	inhibitor
BEPRIDIL HYDROCHLORIDE	Cacna2d1	blocker
CHEMBL88478	Itgb1	inhibitor
INCOBOTULINUMTOXINA	Snap25	inhibitor
BOTULINUM TOXIN TYPE A PURIFIED NEUROTOXIN COMPLEX	Snap25	inhibitor
ATENOLOL	Adrb1	antagonist
CHEMBL225155	Actl6a	agonist
INTERFERON ALFA-2B	Ifnar2	agonist
TRETINOIN	Ppard	agonist
SURAMIN	Ryr2	activator
PF-04531083	Scn10a	blocker
BMS-387032	Cdk2	inhibitor
BENZONATATE	P2rx7	antagonist
ICRUCUMAB	Flt1	antagonist
AZILSARTAN MEDOXOMIL	Agtr2	antagonist
SABCOMELINE	Chrm5	agonist
ISCHEMIN	Crebbp	inhibitor
RUCAPARIB	Parp1	inhibitor
GABAPENTIN	Cacnb2	modulator
GLASDEGIB	Smo	antagonist
PROBUCOL	Abcb11	inhibitor
NRX-1074	Grin2b	partial_agonist
MEXILETINE HYDROCHLORIDE	Scn11a	blocker
SF-1126	Pik3r1	inhibitor
PIMOZIDE	Drd2	antagonist
TIVOZANIB	Flt4	inhibitor
TEZAMPANEL	Grik4	antagonist
PENTOBARBITAL	Gabrd	positive_allosteric_modulator
CHEMBL41013	Grm7	antagonist
ME-344	Ndufs5	inhibitor
DOXACURIUM CHLORIDE	Chrna1	antagonist
CHLORDIAZEPOXIDE	Gabra6	positive_allosteric_modulator
TEDISAMIL	Kcnc3	blocker
XANTHINE AMINE CONGENER	Adora1	antagonist
LEVALLORPHAN	Oprm1	antagonist
CCX140	Ccr2	antagonist
SULPIRIDE	Drd2	antagonist
ALMOTRIPTAN MALATE	Htr1b	agonist
CHEMBL418353	Gpr18	agonist
PF-00547659	Madcam1	inhibitor
INTERFERON GAMA-1B	Ifngr2	agonist
PICTILISIB	Pik3cb	inhibitor
PF-03814735	Aurkb	inhibitor
DAVALINTIDE	Calcrl	agonist
TRIPELENNAMINE HYDROCHLORIDE	Hrh1	antagonist
SU-11652	Pdgfrb	inhibitor
CHEMBL444309	Drd4	antagonist
MEGESTROL ACETATE	Pgr	agonist
ISOPROTERENOL	Dyrk1b	inhibitor
CIPRALISANT MALEATE	Hrh3	agonist
CHEMBL1802025	Mtnr1a	agonist
CIPROFIBRATE	Ppara	agonist
HALOPERIDOL DECANOATE	Htr2a	antagonist
IPRATROPIUM	Chrm5	antagonist
GYKI-52466	Gria1	antagonist
CHEMBL1081312	Hck	inhibitor
CHEMBL1946226	Mtnr1b	agonist
CHEMBL1946618	Oprd1	agonist
DS-7423	Pik3cd	inhibitor
ORPHENADRINE CITRATE	Nat2	inhibitor
NORADRENALINE	Adrb3	agonist
TERIFLUNOMIDE	Dhodh	inhibitor
PRAMIPEXOLE DIHYDROCHLORIDE	Drd4	agonist
LINACLOTIDE	Gucy2c	agonist
SOTRASTAURIN ACETATE	Prkcq	inhibitor
DROPERIDOL	Fdps	inhibitor
PKI-179	Pik3ca	inhibitor
PLX-7486	Csf1r	inhibitor
TOPIRAMATE	Gria3	antagonist
CHEMBL421362	Sstr2	agonist
ESLICARBAZEPINE ACETATE	Scn7a	blocker
CHLOROPROCAINE HYDROCHLORIDE	Scn1a	blocker
CAPSAICIN	Cftr	activator
EPINEPHRINE	Adra1b	agonist
RALFINAMIDE	Scn8a	blocker
CHEMBL1199729	P2ry6	agonist
ARQ-092	Akt2	allosteric_modulator
NIROGACESTAT	Psenen	inhibitor
FENOPROFEN CALCIUM	Ptgs2	inhibitor
CB-03-01	Ar	antagonist
ARTICAINE HYDROCHLORIDE	Scn5a	blocker
TIOSPIRONE	Htr1a	antagonist
CORTICOTROPIN	Mc2r	agonist
ALPELISIB	Pik3r1	inhibitor
PAMIDRONIC ACID	Fdps	inhibitor
LYSERGIDE	Chrna9	antagonist
CRIZOTINIB	Alk	inhibitor
LY404039	Grm3	agonist
VISNAGIN	Adora3	antagonist
ARECAIDINE PROPARGYL ESTER	Chrm1	agonist
MGCD-265	Kdr	inhibitor
ETHCHLORVYNOL	Gabrb2	antagonist
RU-24969	Htr6	agonist
SEVOFLURANE	Gabre	positive_allosteric_modulator
CHEMBL130715	Chrm2	agonist
PALBOCICLIB	Cdk6	inhibitor
NAFADOTRIDE	Htr1a	agonist
ATAGABALIN	Cacna1g	modulator
CHEMBL1097939	Gria1	allosteric_modulator
TOLNAFTATE	Sqle	inhibitor
APITOLISIB	Pik3ca	inhibitor
PENTOBARBITAL SODIUM	Gabra3	positive_allosteric_modulator
CHEMBL1797687	Oprm1	antagonist
MORICIZINE HYDROCHLORIDE	Scn4a	blocker
Ladarixin	Cxcr2	modulator
SOLIFENACIN	Chrm3	antagonist
ZAPRINAST	Pde9a	inhibitor
TELOTRISTAT ETHYL	Tph2	inhibitor
MK-2206	Akt2	inhibitor
ALISERTIB	Aurka	inhibitor
AZD-5438	Cdk10	inhibitor
SALICYLIC ACID	Chrm2	allosteric_modulator
CHEMBL1184349	Grin2b	channel_blocker
NVP-AUY922	Hsp90aa1	inhibitor
DICYCLOMINE	Chrm1	antagonist
IXAZOMIB CITRATE	Psmd6	inhibitor
CHEMBL2141478	Kdr	inhibitor
SU-14813	Flt1	inhibitor
ETHOXZOLAMIDE	Car1	inhibitor
CHEMBL1642569	Pde10a	inhibitor
OLAPARIB	Parp2	inhibitor
MORICIZINE HYDROCHLORIDE	Scn5a	blocker
BARBITURIC ACID	Gabra1	antagonist
AXITINIB	Pdgfb	inhibitor
LY-2874455	Kdr	inhibitor
FENOLDOPAM MESYLATE	Drd1	agonist
RETASPIMYCIN	Hsp90ab1	inhibitor
CLOXYPENDYL	P2ry2	agonist
VOLOCIXIMAB	Itgb1	antagonist
ASENAPINE (CHEMBL3187365)	Htr1a	agonist
CHEMBL140184	Drd3	antagonist
DIPYRIDAMOLE	Slc29a4	inhibitor
MODAFINIL	Grin2b	antagonist
VALBENAZINE	Slc18a2	inhibitor
VORINOSTAT	Hdac3	inhibitor
OTENZEPAD	Chrm1	antagonist
MUSCIMOL	Gabra5	agonist
CODEINE	Oprm1	agonist
CARFILZOMIB	Psmb4	inhibitor
ETHOTOIN	Scn10a	blocker
DALFAMPRIDINE	Kcng2	blocker
OTENZEPAD	Chrm2	antagonist
ETIDOCAINE HYDROCHLORIDE	Scn5a	blocker
CARFILZOMIB	Psmd6	inhibitor
PF-05212377	Htr6	antagonist
APRINDINE	Oxtr	antagonist
CORTISTATIN-14	Sstr3	agonist
TANDUTINIB	Flt3	inhibitor
BUPARLISIB HYDROCHLORIDE	Pik3r2	inhibitor
PEXELIZUMAB	Hc	inhibitor
PYROPHOSPHORIC ACID	Fpr1	agonist
BETAZOLE	Hrh2	antagonist
CHEMBL1885579	Agtr2	agonist
SU-14813	Kdr	inhibitor
[3H]-ZM-241385	Adora2b	antagonist
ARQ-092	Akt3	allosteric_modulator
PEMIROLAST	Hrh1	antagonist
CHEMBL1358525	Pde4a	inhibitor
CEP-11981	Ntrk2	inhibitor
PLX-7486	Ntrk1	inhibitor
TALBUTAL	Gabrb2	positive_allosteric_modulator
BARDOXOLONE METHYL	Hebp1	inhibitor
ABATACEPT	Cd86	inhibitor
CRIZOTINIB	Met	inhibitor
NINTEDANIB	Fgfr2	inhibitor
TRIAZOLAM	Gabre	positive_allosteric_modulator
CHEMBL1081312	Kdr	inhibitor
CHEMBL1188853	Drd2	antagonist
XL-820	Kdr	inhibitor
CHEMBL25230	Oprk1	agonist
EPINEPHRINE	Adra1a	agonist
ALDOSTERONE	Sstr2	agonist
SPARSENTAN	Ednra	antagonist
NKTR-171	Scn4a	blocker
AT-7519	Cdk5	inhibitor
Capeserod	Htr1a	agonist
GLIQUIDONE	Kcnj10	binder
XL-418	Akt3	inhibitor
SILYBIN B	Il4ra	agonist
MENOTROPINS	Fshr	agonist
cA2	Osgin2	inhibitor
WX-037	Pik3r3	inhibitor
VORINOSTAT	Hdac4	inhibitor
AMLEXANOX	Pde4a	inhibitor
ERGOLOID MESYLATES	Drd3	agonist
OCTANOL	Gjb6	inhibitor
OLMESARTAN MEDOXOMIL	Agtr1b	antagonist
MUBRITINIB	Egfr	inhibitor
MK-2206	Akt1	inhibitor
FARGLITAZAR	Pparg	agonist
MEPROBAMATE	Dhfr	inhibitor
8-OH-DPAT	Htr2b	agonist
PHA-793887	Cdk10	inhibitor
ABCIXIMAB	Itga2	antibody
AFATINIB	Egfr	inhibitor
SERACTIDE ACETATE	Mc2r	agonist
VEMURAFENIB	Braf	inhibitor
CHEMBL34155	Gabrr1	antagonist
TRIDIHEXETHYL CHLORIDE	Chrm3	antagonist
PHLORETIN	Aqp9	inhibitor
NEBOGLAMINE	Grin2c	positive_allosteric_modulator
BMY-7378	Adra1a	antagonist
ZOLPIDEM	Gabra2	allosteric_modulator
SAXITOXIN	Scn1a	channel_blocker
RALFINAMIDE	Scn10a	blocker
ABEMACICLIB	Cdk6	inhibitor
AZD-4547	Fgfr3	inhibitor
CHEMBL444125	C5ar1	antagonist
LY2940094	Oprl1	antagonist
ME-344	mt-Nd3	inhibitor
DRONEDARONE HYDROCHLORIDE	Scn1a	blocker
NEBOGLAMINE	Grin3b	positive_allosteric_modulator
ME-401	Pik3cd	inhibitor
CHEMBL201839	Drd2	agonist
NEPADUTANT	Tacr2	antagonist
CHEMBL86513	Ggps1	inhibitor
IXEKIZUMAB	Il17a	inhibitor
CINACALCET	Casr	agonist
SONOLISIB	Pik3c2g	inhibitor
BMS-779788	Nr1h2	agonist
GABEXATE	Tpsab1	inhibitor
MEPROBAMATE	Gabra4	agonist
Panulisib	Mtor	inhibitor
RUFINAMIDE	Scn5a	blocker
DYCLONINE HYDROCHLORIDE	Scn9a	blocker
CHEMBL215344	Ptger4	agonist
TETRABROMOBENZOTRIAZOLE	Oprl1	antagonist
CHEMBL3105228	Chrm5	allosteric_modulator
TABALUMAB	Tnfsf13b	inhibitor
CUDC-907	Pik3ca	inhibitor
ENMD-981693	Cdk2	inhibitor
CHEMBL285819	Adora1	agonist
CHEMBL100014	Hdac5	inhibitor
MIGLUSTAT	Ugcg	inhibitor
DESLANOSIDE	Atp1b2	inhibitor
PLX-8394	Braf	inhibitor
ME-344	Ndufs1	inhibitor
FROVATRIPTAN	Htr1b	agonist
CHEMBL506999	Htr2a	agonist
HALAZEPAM	Gabra3	positive_allosteric_modulator
IPSAPIRONE	Htr1a	agonist
TELOTRISTAT	Tph2	inhibitor
REL-PENTAZOCINE	Oprd1	agonist
BMS-690514	Erbb2	inhibitor
FORETINIB	Pdgfra	inhibitor
ORPHENADRINE CITRATE	Grin3a	antagonist
Indantadol	Grin1	antagonist
PROCHLORPERAZINE	Drd1	antagonist
CYCLOPHOSPHAMIDE	Lpar3	agonist;antagonist
VINCRISTINE SULFATE	Tuba4a	inhibitor
CHEMBL27508	Adora2a	antagonist
CARFILZOMIB	Psma7	inhibitor
RIVAROXABAN	F10	inhibitor
RILAPLADIB	Pla2g7	inhibitor
CHEMBL373250	Gabra5	allosteric_modulator
ZIPRASIDONE	Htr1a	agonist
FELBAMATE	Grin3b	antagonist
ROPIVACAINE HYDROCHLORIDE	Scn1a	blocker
CHEMBL3092413	Gpr39	agonist
TRANYLCYPROMINE	Grk3	agonist
OXPRENOLOL HYDROCHLORIDE	Adrb2	antagonist
LY-518674	Ppara	agonist
CHEMBL40157	Gabbr2	antagonist
TERFENADINE	Hrh1	antagonist
QUINESTROL	Esr1	agonist
HYDROXYFLUTAMIDE	Ar	antagonist
DAPAGLIFLOZIN	Slc5a2	blocker
FLUDARABINE PHOSPHATE	Rrm2b	inhibitor
TANDUTINIB	Csf1r	inhibitor
XL-228	Fgfr1	inhibitor
MECASERMIN RINFABATE	Igf1r	agonist
FLUVASTATIN SODIUM	Hmgcr	inhibitor
REMIFENTANIL HYDROCHLORIDE	Oprm1	agonist
4-DAMP	Chrm2	antagonist
NALTREXONE	Oprd1	antagonist
ISOPRENALINE	Adrb3	agonist
CHEMBL1591918	Adk	inhibitor
ILOPERIDONE	Htr2a	antagonist
TINZAPARIN SODIUM	Serpinc1	activator
SUNITINIB	Flt3	inhibitor
BUTALBITAL	Gabrb3	positive_allosteric_modulator
QUINIDINE GLUCONATE	Scn8a	blocker
CHEMBL152543	Hdac1	inhibitor
PRAZOSIN HYDROCHLORIDE	Adra1a	antagonist
CHEMBL99951	Pld2	activator
SIBUTRAMINE	Slc6a3	inhibitor
BRIGATINIB	Alk	inhibitor
MEPROBAMATE	Gabrg3	agonist
IBRUTINIB	Yes1	inhibitor
ARIPIPRAZOLE	Htr2a	antagonist
DARIFENACIN	Chrm3	antagonist
GSK-690693	Prkcb	inhibitor
DOBUTAMINE HYDROCHLORIDE	Adrb2	agonist
CALCITONIN SALMON RECOMBINANT	Calcr	agonist
CILOBRADINE	Hcn3	channel_blocker
CEP-2563	Prkch	inhibitor
SEVOFLURANE	Gabrg3	positive_allosteric_modulator
GATIFLOXACIN	Top2b	inhibitor
SERTINDOLE	Hrh1	antagonist
ATAGABALIN	Cacna1c	modulator
CHEMBL3186179	Htr2c	agonist
FLUOCINOLONE ACETONIDE	Nr3c1	agonist
CUDC-101	Hdac7	inhibitor
BELINOSTAT	Hdac9	inhibitor
PILOCARPINE HYDROCHLORIDE	P2ry14	agonist
CARFILZOMIB	Psmd4	inhibitor
CHLORPROMAZINE HYDROCHLORIDE	Htr2a	antagonist
REGORAFENIB	Kras	inhibitor
PRO-140	Ccr5	antagonist
LYPRESSIN	Avpr1a	agonist
BELINOSTAT	Hdac11	inhibitor
BETAXOLOL	Npr3	agonist
CHEMBL1213492	Hdac7	inhibitor
CC-401	Mapk8	inhibitor
ISOFLURANE	Gabrb2	positive_allosteric_modulator
CHLORPROMAZINE	Serpina3n	antagonist
CHOLESTEROL	Rora	agonist
GEDATOLISIB	Pik3r1	inhibitor
CHEMBL1255588	Drd5	antagonist
SUNITINIB	Flt3	inhibitor
DOXYCYCLINE	Mmp8	inhibitor
CHEMBL2431768	Xiap	inhibitor
NIFLUMIC ACID	Clcnkb	activator
BOCOCIZUMAB	Pcsk9	inhibitor
DARBEPOETIN ALFA	Epor	agonist
LY-293284	Htr1a	agonist
OMARIGLIPTIN	Dpp4	inhibitor
PHENYTOIN SODIUM	Scn10a	blocker
GALLAMINE TRIETHIODIDE	Chrng	antagonist
MUSCIMOL	Gabrr1	agonist
MOFAROTENE	Rarg	modulator
INFIGRATINIB	Fgfr1	inhibitor
PJ34 (CHEMBL372303)	Acvr1c	agonist
LAPATINIB	Erbb2	inhibitor
ZIBOTENTAN	Ednra	inhibitor
ADIPIPLON	Gabra2	partial_agonist
CLOMIPHENE	Esr1	antagonist
JORO SPIDER TOXIN 3	Gria4	channel_blocker
MOMETASONE	Nr3c1	agonist
PENTOXIFYLLINE	Pde8b	inhibitor
TAPRENEPAG	Ptger2	agonist
THEOPHYLLINE SODIUM GLYCINATE	Pde4b	inhibitor
AZD-6918	Ntrk1	inhibitor
PROCAINE	Ryr1	channel_blocker
EZOGABINE	Kcnq3	blocker
CHEMBL89241	Rorc	antagonist
TEMAZEPAM	Gabre	positive_allosteric_modulator
CHEMBL34453	Grm6	agonist
BRENTUXIMAB VEDOTIN	Tubb5	inhibitor
IDALOPIRDINE	Htr6	antagonist
CYPROHEPTADINE	Adra1a	antagonist
CHLORDIAZEPOXIDE	Gabrp	positive_allosteric_modulator
PRAZEPAM	Gabrg3	positive_allosteric_modulator
ODM-201	Ar	antagonist
NORADRENALINE	Drd5	agonist
LOXAPINE HYDROCHLORIDE	Drd4	antagonist
DAPRODUSTAT	Egln1	inhibitor
NAPHAZOLINE HYDROCHLORIDE	Adra2c	agonist
TEDISAMIL	Kcns3	blocker
PICTILISIB	Pik3cd	inhibitor
EPLIVANSERIN FUMARATE	Htr2a	binder
GALANIN	Galr3	agonist
U-69593	Oprk1	agonist
Panulisib	Pik3r1	inhibitor
MEDRYSONE	P2ry2	agonist
TRYPTAMINE	Htr1f	agonist
ESMIRTAZAPINE MALEATE	Hrh1	antagonist
GALLAMINE TRIETHIODIDE	Chrna1	antagonist
SSR125543	Crhr1	antagonist
PIMOZIDE	Htr2a	antagonist
ALEFACEPT	Cd2	antagonist
AZD4818	Ccr1l1	antagonist
BARDOXOLONE METHYL	Stat3	inhibitor
CHEMBL17639	Npy4r	agonist
CHLOROPROCAINE HYDROCHLORIDE	Scn7a	blocker
NILOTINIB	Abl2	inhibitor
CGS-21680	Adora1	agonist
GLYCERIN	Ccr5	agonist
BRETYLIUM TOSYLATE	Galr3	agonist
THEOPHYLLINE	Pde4b	inhibitor
TOSEDOSTAT	Npepps	inhibitor
ATAGABALIN	Cacng3	modulator
CHEMBL432038	Grm7	antagonist
LY-3023414	Pik3cd	inhibitor
CHEMBL1801250	Hdac5	inhibitor
METFORMIN HYDROCHLORIDE	Ndufa3	inhibitor
DESFLURANE	Gabra2	positive_allosteric_modulator
ARTICAINE HYDROCHLORIDE	Scn1a	blocker
TALBUTAL	Gabra5	positive_allosteric_modulator
ANGIOTENSIN II	Agtr1b	agonist
VARENICLINE TARTRATE	Chrnb2	agonist
FK453	Adora1	antagonist
GAMMA-AMINOBUTYRIC ACID	Htr1b	agonist
BETHANECHOL	Chrm4	agonist
AZELASTINE	Hrh1	antagonist
RUTHENIUM RED	Ryr1	channel_blocker
Siponimod	S1pr5	agonist
VS-5584	Pik3cg	inhibitor
VINPOCETINE	Pde1c	inhibitor
OMIPALISIB	Akt2	inhibitor
CHEMBL1086968	Prep	inhibitor
TRIFLUOPERAZINE	Htr2a	antagonist
BOCOCIZUMAB	Pcsk9	inhibitor
AZD-6482	Pik3cg	inhibitor
ACETYLCHOLINE	Chrm2	agonist
CHEMBL2386188	Trpv1	activator
CEP-32496	Raf1	inhibitor
METHARBITAL	Gabrb2	positive_allosteric_modulator
COENZYME_A	Chrm1	antagonist
OXACILLIN	Cysltr1	antagonist
HALOPERIDOL	Serpina3n	antagonist
FLUPERLAPINE	Htr6	antagonist
RISPERIDONE	Adra1b	antagonist
FLUFENAMIC ACID	Gja8	inhibitor
BMS-582949	Mapk14	inhibitor
CHEMBL574003	Hpgds	inhibitor
PROPYLENE GLYCOL	Fpr-rs3	antagonist
BRIVANIB	Fgfr2	inhibitor
UROKINASE	Plg	activator
CHEMBL75772	Adora2a	antagonist
PROCAINE HYDROCHLORIDE	Scn2a	blocker
BIMAGRUMAB	Acvr2a	antibody
REPINOTAN	Htr1a	antagonist
BUPARLISIB	Pik3ca	inhibitor
AZD-4547	Fgfr1	inhibitor
ALOSETRON HYDROCHLORIDE	Htr3a	antagonist
PROMAZINE HYDROCHLORIDE	Htr2a	antagonist
MESALAMINE	Grik1	agonist
CHEMBL523685	Chrm1	allosteric_modulator
ROSIGLITAZONE	Trpm3	channel_blocker
HYDROXYAMPHETAMINE HYDROBROMIDE	Adra2c	agonist
CHEMBL370606	Ptgdr2	agonist
TRICHOSTATIN	Hdac5	inhibitor
EMRICASAN	Casp9	inhibitor
LEXIBULIN	Tuba3b	inhibitor
(CYCLOHEXYLAMINO)METHYLENEDIPHOSPHONIC ACID	Fdps	inhibitor
AMG-900	Aurkb	inhibitor
CHEMBL373429	Grik1	antagonist
RALIMETINIB	Mapk14	inhibitor
[3H]PAROXETINE	Slc6a4	inhibitor
Tideglusib	Gsk3b	inhibitor
VANDETANIB	Ret	inhibitor
ARECAIDINE PROPARGYL ESTER	Chrm2	agonist
DIHYDROERGOTAMINE	Drd2	agonist
BEPRIDIL HYDROCHLORIDE	Cacnb2	blocker
CHEMBL1269257	Cckar	agonist
LAMOTRIGINE	Scn8a	blocker
AMUVATINIB	Pdgfra	inhibitor
PF-00337210	Kdr	inhibitor
AZD-1480	Jak2	inhibitor
SOLABEGRON	Adrb3	agonist
PALBOCICLIB	Cdk4	inhibitor
MIBEFRADIL	Cacna1i	channel_blocker
CHIR-265	Braf	inhibitor
CRIZOTINIB	Ros1	inhibitor
RALFINAMIDE	Cacna1b	blocker
AT-9283	Jak2	inhibitor
PARAMETHASONE ACETATE	Nr3c1	agonist
FELBINAC	Tbxa2r	antagonist
N (g)-NITRO-L-ARGININE	Nos1	inhibitor
NIMOTUZUMAB	Egfr	antibody
PICROTOXININ	Glra3	channel_blocker
ARIPIPRAZOLE	Drd2	agonist
LOXO-101	Ntrk3	inhibitor
CHEMBL2007421	Ntrk3	inhibitor
TASELISIB	Pik3r5	inhibitor
COBIMETINIB	Map2k7	inhibitor
NIFLUMIC ACID	Clcnkb	activator;channel_blocker
BI-2536	Plk1	inhibitor
SU-14813	Flt3	inhibitor
DRONEDARONE HYDROCHLORIDE	Hcn4	blocker
CS-8080	Nr1h2	agonist
CHEMBL525028	Vipr1	agonist
ARTICAINE HYDROCHLORIDE	Scn7a	blocker
Naltalimide	Oprm1	partial_agonist
VALDECOXIB	Ptgs2	inhibitor
VATALANIB	Flt4	inhibitor
PRAZEPAM	Gabrb2	positive_allosteric_modulator
BUTABARBITAL SODIUM	Gabrg3	positive_allosteric_modulator
RECILISIB	Pik3r5	inhibitor
CHEMBL182977	Kcnh1	channel_blocker
BEFETUPITANT	Tacr1	antagonist
NIACIN	Drd5	agonist
BEPRIDIL	Pde1b	activator
CHLORTHALIDONE	Car4	inhibitor
PHENYTOIN SODIUM	Scn4a	blocker
VADIMEZAN	Tnf	inducer
REGN-421	Dll4	antibody
AMOXAPINE	Nat2	inhibitor
VABICASERIN HYDROCHLORIDE	Htr2a	antagonist
ACETOHYDROXAMIC ACID	Rxfp4	agonist
CROFELEMER	Cftr	inhibitor
MIRTAZAPINE	Htr2a	antagonist
Simtuzumab	Loxl2	inhibitor
NORADRENALINE	Adra1a	agonist
MAVRILIMUMAB	Cd8b1	antibody
STAUROSPORINE	Tnik	inhibitor
KETAMINE	Grin2a	channel_blocker
LEVOCETIRIZINE DIHYDROCHLORIDE	Hrh1	antagonist
URIDINE DIPHOSPHATE GLUCOSE	Mmp13	inhibitor
METOCURINE IODIDE	Chrna1	antagonist
SILMITASERTIB	Csnk2a2	inhibitor
BORTEZOMIB	Psma1	inhibitor
FLUFENAMIC ACID	Trpc5	channel_blocker
cA2	Gja1	inhibitor
HUMAN LH	Lhcgr	agonist
CHEMBL175643	Grm1	allosteric_modulator
OCTANOL	C6	inhibitor
METYROSINE	Th	inhibitor
ESMOLOL	Oprd1	antagonist
INK-1117	Pik3ca	inhibitor
ATAGABALIN	Cacna1s	modulator
PIRIBEDIL (CHEMBL1371770)	Drd2	agonist
SUBSTANCE P	Grk3	agonist
DIPHENYLPYRALINE	Hrh1	antagonist
ENTINOSTAT	Hdac5	inhibitor
QUISINOSTAT	Hdac3	inhibitor
REBIMASTAT	Mmp1b	inhibitor
TICAGRELOR	P2ry12	antagonist
INIPARIB	Parp1	inhibitor
MESULERGINE	Htr2c	antagonist
NALTRINDOLE	Oprm1	antagonist
ACARBOSE	Drd2	antagonist
Capeserod	Htr2b	agonist
CIMETIDINE	Lgr4	agonist
CLONIDINE	Adra2a	agonist
ROTIGOTINE	Drd3	agonist
ARTICAINE HYDROCHLORIDE	Scn11a	blocker
SUFUGOLIX	Gnrhr	antagonist
TOPIRAMATE	Car1	inhibitor
CHEMBL285755	Drd3	agonist
Chiauranib	Flt1	inhibitor
VINFLUNINE	Tubb5	inhibitor
ESTRADIOL CYPIONATE	Esr1	agonist
DESOXIMETASONE	Pla2g1b	inhibitor
ISOPROTERENOL HYDROCHLORIDE	Adrb2	agonist
PARAMETHADIONE	Cacna1h	blocker
BMS-690514	Flt3	inhibitor
TAE-684	Alk	inhibitor
AZD-5438	Cdk17	inhibitor
CARFILZOMIB	Psmc3	inhibitor
NIVOCASAN	Casp1	inhibitor
LINACLOTIDE ACETATE	Gucy2c	activator
MOLINDONE	Drd2	binder
DIFLUNISAL	Ptgs2	inhibitor
XL-019	Jak2	inhibitor
CHEMBL3220860	Brd4	inhibitor
CHEMBL3272682	Avpr2	agonist
DOMPERIDONE	Drd2	antagonist
QUINIDINE POLYGALACTURONATE	Scn4a	blocker
GSK-690693	Prkd1	inhibitor
NEBOGLAMINE	Grin1	positive_allosteric_modulator
MK-212	Htr2c	agonist
ODANACATIB	Ctsk	inhibitor
DOXAZOSIN	Adra1a	antagonist
DIENESTROL	Esr1	agonist
DACTOLISIB	Pik3r1	inhibitor
DONITRIPTAN	Htr6	agonist
ANRUKINZUMAB	Il13	inhibitor
ITI-007 (CHEMBL3545044)	Htt	inhibitor
ENOXAPARIN	Ccr2	agonist
Y-27632	Prkce	inhibitor
PEGINESATIDE	Epor	agonist
CEP-37440	Alk	inhibitor
T-BUTYLBICYCLOPHOSPHOROTHIONATE	Gabrr1	channel_blocker
PYRIDOSTIGMINE BROMIDE	Ache	inhibitor
ESLICARBAZEPINE ACETATE	Scn11a	blocker
LOSMAPIMOD	Mapk11	inhibitor
CARVEDILOL	Adra1b	antagonist
TOCILIZUMAB	Il6ra	antibody
RELACATIB	Ctsk	inhibitor
RAMUCIRUMAB	Kdr	antibody
QUIZARTINIB	Pdgfra	inhibitor
FENOPROFEN	Slc5a8	inhibitor
ETOPOSIDE	Top2a	inhibitor
TRANILAST	Hrh1	antagonist
MGCD-265	Flt1	inhibitor
ROBATUMUMAB	Igf1r	antibody
DESOGESTREL	Pgr	modulator
ALCLOMETASONE DIPROPIONATE	Nr3c1	agonist
VANDETANIB	Egfr	inhibitor
PRAZEPAM	Gabra1	positive_allosteric_modulator
BELATACEPT	Cd80	inhibitor
PHENTOLAMINE MESYLATE	Adra1b	antagonist
PF-04217903	Met	inhibitor
ALTIRATINIB	Ntrk2	inhibitor
LAMOTRIGINE	Scn11a	blocker
AMESERGIDE	Htr2a	antagonist
OPROZOMIB	Psmb10	inhibitor
Fruquintinib	Flt1	inhibitor
[3H]NEMONAPRIDE	Drd2	antagonist
FELODIPINE	Cacna1f	blocker
CUDC-101	Hdac1	inhibitor
OCTREOTIDE	Sstr3	agonist
BEFIRADOL	Htr1a	agonist
MOTESANIB	Flt1	inhibitor
SORBINIL	Akr1b3	inhibitor
FLUDROCORTISONE	Nr3c2	agonist
MESULERGINE	Htr6	antagonist
DACLIZUMAB	Gm20489	inhibitor
METHDILAZINE	Hrh1	antagonist
MORPHANTHRIDINE	Trpa1	activator
CHEMBL570352	S1pr3	agonist
TRX-1	Cd4	inhibitor
BARUSIBAN	Oxtr	antagonist
CHEMBL56331	Adra1a	antagonist
BEZAFIBRATE	Ppara	agonist
ASP7991	Casr	positive_allosteric_modulator
BMS-852927	Nr1h3	modulator
CHEMBL1229592	Itk	inhibitor
CHOLECALCIFEROL	Vdr	agonist
PREGABALIN	Cacng3	modulator
BOSUTINIB	Stk10	inhibitor
DIETHYLSTILBESTROL	Esr1	agonist
MIDAZOLAM HYDROCHLORIDE	Gabrb2	positive_allosteric_modulator
OPROZOMIB	Psma1	inhibitor
ORPHENADRINE (CHLORIDE)	Grin1	antagonist
PHENYTOIN SODIUM	Scn5a	blocker
GLYBURIDE	Kcnj5	blocker
GABOXADOL	Gabra6	agonist
BENDROFLUMETHIAZIDE	Kcnn2	channel_blocker
GSK-1070916	Aurkc	inhibitor
GRASSYSTATIN A	Casp14	inhibitor
QUINIDINE SULFATE	Scn2a	blocker
CHEMBL169233	Trpv1	channel_blocker
AMYLIN	Abcb4	agonist
Famitinib	Pdgfrb	inhibitor
OXAMFLATIN	Hdac1	inhibitor
TIRATRICOL	Ffar2	allosteric_modulator
AZD3161	Scn9a	blocker
