from	to	type
CORTICOTROPIN	MC5R	agonist
PYROPHOSPHORIC ACID	FPR2	agonist
SEMAXANIB	VEGFA	inhibitor
PASIREOTIDE	SSTR1	agonist
BORTEZOMIB	PSMB7	inhibitor
NALBUPHINE	OPRD1	antagonist
CHEMBL165679	DRD3	antagonist
SODELGLITAZAR	PPARD	agonist
VIDUPIPRANT	PTGDR	antagonist
ARIPIPRAZOLE	HTR1B	agonist
METHIXENE HYDROCHLORIDE	CHRM1	antagonist
EPLIVANSERIN	HTR2A	antagonist
DOVITINIB	FLT1	inhibitor
EGLUMEGAD	GRM3	agonist
CLOZAPINE	HTR1A	agonist
TRYPTAMINE	HTR2C	agonist
CHEMBL1364808	P2RY1	allosteric_modulator
PERGOLIDE	HTR1A	agonist
ANGIOTENSIN II	AGTR2	agonist
PERGOLIDE	ADRA2A	agonist
NAVITOCLAX	BCL2L1	inhibitor
THIOPENTAL SODIUM	GABRG1	positive_allosteric_modulator
CHEMBL1628667	CHRM3	antagonist
CARMOTEROL	ADRB2	agonist
CHEMBL1895774	ADORA2A	agonist
ERGOLOID MESYLATES	HTR1B	agonist
GENISTEIN	RBP4	inhibitor
ETHOXZOLAMIDE	CA13	inhibitor
CARBOPROST TROMETHAMINE	PTGER2	binder
METFORMIN HYDROCHLORIDE	NDUFA7	inhibitor
ME-344	MT-ND4	inhibitor
RANIBIZUMAB	VEGFA	inhibitor
ESTROPIPATE	ESR1	agonist
METHOCTRAMINE	CHRM4	antagonist
CHEMBL435323	AVPR2	agonist
PRELADENANT	ADORA2A	antagonist
CISATRACURIUM BESYLATE	CHRND	antagonist
ENOXAPARIN	CCR1	agonist
WARFARIN	VKORC1	inhibitor
PLACULUMAB	TNF	inhibitor
RIMONABANT	CNR1	antagonist
SUMATRIPTAN SUCCINATE	HTR1D	agonist
XANOMELINE	HTR2B	antagonist
CHEMBL435278	NPY2R	agonist
CHEMBL45002	GRPR	antagonist
MESORIDAZINE	DRD3	antagonist
NV-128	NDUFA1	inhibitor
SKF-38393	DRD1	agonist
REBASTINIB	ABL1	inhibitor
METOPROLOL	ADRB2	antagonist
ALEFACEPT	CD2	inhibitor
ADENOSINE TRIPHOSPHATE	P2RY4	agonist;antagonist
DOVITINIB	FLT1	inhibitor
GRAPIPRANT	ADORA2A	agonist
TEDISAMIL	KCNV2	blocker
VASOPRESSIN	AVPR2	agonist
CHEMBL1317823	PTGER2	antagonist
CHEMBL1767409	P2RY2	agonist
Relugolix	GNRHR	antagonist
YOHIMBINE	ADRA2B	antagonist
CHEMBL1332062	HTR1B	agonist
LOXAPINE HYDROCHLORIDE	HTR2A	antagonist
PRAZOSIN	ADRA2A	antagonist
METHYLERGONOVINE	HTR1F	antagonist
VORTIOXETINE	HTR2C	antagonist
ST1535	ADORA2A	antagonist
TRYPTAMINE	HTR1D	agonist
TRALOKINUMAB	IL13	antibody
CHEMBL410873	ADORA2A	agonist
OBATOCLAX MESYLATE	BCL2L2	inhibitor
Ibodutant	TACR2	antagonist
TEDISAMIL	KCNA10	blocker
SALMETEROL XINAFOATE	ADRB2	agonist
TARAZEPIDE	CCKAR	antagonist
DIZOCILPINE	HRH1	antagonist
VORAPAXAR	F2R	antagonist
GENISTEIN	TRPC5	activator
AMILORIDE HYDROCHLORIDE	SCNN1G	blocker
RA-18C3	IL1A	inhibitor
CP-55940	CNR1	agonist
BISOPROLOL	ADRB1	antagonist
METFORMIN HYDROCHLORIDE	NDUFB7	inhibitor
VILAZODONE HYDROCHLORIDE	HTR1A	partial_agonist
BEPOTASTINE BESYLATE	HRH1	antagonist
SUVOREXANT	HCRTR2	antagonist
CHLORPHENIRAMINE POLISTIREX	HRH1	antagonist
AZD2207	CNR1	antagonist
BIFEPRUNOX	HTR1A	partial_agonist
CHEMBL2110363	HCRTR1	antagonist
MIDOSTAURIN	PRKCG	inhibitor
CHEMBL473773	TACR2	agonist
ASM-024	CHRM1	antagonist
TILDRAKIZUMAB	IL23A	inhibitor
METHICILLIN	GALR2	agonist
ASTUPROTIMUT-R	MAGEA3	vaccine
ROBALZOTAN	HTR1A	antagonist
DASOLAMPANEL	GRIA1	antagonist
TELAPREVIR	CELA1	inhibitor
ISTRADEFYLLINE	ADORA2A	antagonist
CHEMBL379761	FPR2	agonist
METITEPINE	HTR1B	antagonist
NEBOGLAMINE	GRIN2D	positive_allosteric_modulator
BROMOCRIPTINE	DRD1	agonist
SOTALOL	ADRB1	antagonist
ALCLOMETASONE	SERPINA6	binder
NEFAZODONE	HTR2C	antagonist
LINIFANIB	FLT1	inhibitor
PHENINDIONE	VKORC1	inhibitor
TRAZODONE	HTR2C	antagonist
YOHIMBINE	HTR1A	antagonist
PIMOZIDE	DRD3	antagonist
HALAZEPAM	GABRG1	positive_allosteric_modulator
CHEMBL74300	CHRM3	agonist
TEDISAMIL	KCND3	blocker
BRIOBACEPT	TNFSF13B	inhibitor
ATACICEPT	TNFSF13	inhibitor
VILAZODONE	HTR1A	antagonist
MIRTAZAPINE	ADRA2A	antagonist
BEFIRADOL	HTR1A	agonist
RISPERIDONE	HTR2C	antagonist
ENZASTAURIN	PRKCG	inhibitor
X-82	FLT1	inhibitor
ME-344	MT-ND2	inhibitor
KW-2449	ABL1	inhibitor
AZD2066	GRM5	antagonist
FLURANDRENOLIDE	SERPINA6	binder
PIRBUTEROL	ADRB2	agonist
CHEMBL1775169	GPR119	agonist
CHEMBL513883	HRH1	agonist
NVP-AUY922	HSP90AB1	inhibitor
CILOBRADINE	HCN4	channel_blocker
PRILOCAINE	CNTFR	agonist
BETAXOLOL	ADRB1	antagonist
NEFAZODONE	SLC6A2	inhibitor
KETOCONAZOLE	KCNA10	channel_blocker
ACETYLDIGITOXIN	ATP1B1	inhibitor
GUANINE	CCR1	agonist
CHEMBL41547	C5AR1	antagonist
CHEMBL392760	HTR6	agonist
NERAMEXANE MESYLATE	GRIN2D	antagonist
XANOMELINE TARTARIC ACID	CHRM1	agonist
CLOCORTOLONE ACETATE	PLA2G1B	inducer
DAVALINTIDE	RAMP1	agonist
DRONEDARONE HYDROCHLORIDE	CACNA1S	blocker
ROXINDOLE	HTR1A	agonist
QUETIAPINE	HTR1A	agonist
PEGSUNERCEPT	TNF	inhibitor
ROXINDOLE	ADRA2B	antagonist
CILAZAPRIL	ACE	inhibitor
SALMETEROL	ADRB2	agonist
PRINOMASTAT	MMP1	inhibitor
INGENOL MEBUTATE	PRKCG	activator
ECOPIPAM	DRD1	antagonist
CHEMBL74300	CHRM4	agonist
DESERPIDINE	SLC18A2	inhibitor
MOTESANIB	TLR8	antagonist
MK-0893	GCGR	antagonist
OCTREOTIDE ACETATE	SSTR5	agonist
DEXCHLORPHENIRAMINE MALEATE	HRH1	antagonist
MK-5108	AURKA	inhibitor
IPAFRICEPT	FZD8	antagonist
OREXIN B	HCRTR1	agonist
NAFCILLIN	PGC	inhibitor
AZD4818	CCR1	antagonist
XANOMELINE	CHRM5	agonist
TALNETANT	TACR2	antagonist
LABETALOL HYDROCHLORIDE	ADRA2A	antagonist
TETRABENAZINE	SLC18A2	inhibitor
CP-459632	FLT1	inhibitor
CARBENOXOLONE	GJB2	inhibitor
DIHYDROERGOTAMINE	HTR1E	agonist
CHEMBL223869	GRM1	allosteric_modulator
NEUROKININ B	TACR2	agonist
AMPRENAVIR	C5AR1	antagonist
SPIRAMIDE	HTR2C	antagonist
8-OH-DPAT	HTR1F	agonist
TASPOGLUTIDE	GLP1R	agonist
DOXEPIN	HRH1	inhibitor
ABARELIX	GNRHR	antagonist
CHEMBL1094546	MTNR1A	agonist
ISOETHARINE HYDROCHLORIDE	HCAR2	agonist
ALISKIREN	REN	inhibitor
METHARBITAL	GABRQ	positive_allosteric_modulator
GLUCAGON	GCGR	agonist
SETMELANOTIDE	MC4R	agonist
QAV680	PTGDR2	antagonist
CYANOPINDOLOL	HTR1D	antagonist
ME-344	NDUFB7	inhibitor
CHEMBL437348	SSTR1	agonist
LABETALOL HYDROCHLORIDE	ADRA2C	antagonist
CHEMBL1368758	P2RY10	antagonist
PIRBUTEROL ACETATE	ADRB2	agonist
VASOPRESSIN	AVPR2	agonist
MIZOLASTINE	HRH1	antagonist
CHEMBL473186	HTR2B	antagonist
ZICONOTIDE ACETATE	CACNA1B	blocker
LINIFANIB	FLT1	inhibitor
PALMITIC ACID	DRD1	agonist
CHEMBL376408	BCL2L1	antagonist
VICRIVIROC MALEATE	CCR5	antagonist
GONADORELIN HYDROCHLORIDE	GNRHR	agonist
DEXTROAMPHETAMINE ADIPATE	SLC18A2	inhibitor
FLURAZEPAM HYDROCHLORIDE	GABRG1	positive_allosteric_modulator
NITRENDIPINE	GPR183	agonist
VILAZODONE	HTR1A	agonist
CARPHENAZINE MALEATE	HTR2C	antagonist
SPIPERONE	HTR2B	antagonist
TRIPITRAMINE	CHRM3	antagonist
CHEMBL1722929	PTGER2	agonist
EDROPHONIUM	DRD3	agonist
SNS-314	AURKA	inhibitor
CYAMEMAZINE	HTR2C	antagonist
CHEMBL1256797	HTR1E	agonist
Afacifenacin	SCN10A	blocker
BRIVARACETAM	SV2A	inhibitor
PHENPROCOUMON	VKORC1	inhibitor
TEDISAMIL	KCNV1	blocker
APOMORPHINE	DRD3	agonist
LANOSTEROL	CX3CR1	agonist
FADOLMIDINE HYDROCHLORIDE	ADRA2C	agonist
PILOCARPINE	P2RY6	agonist
CYCLOPENTOLATE	FFAR1	agonist
ACLIDINIUM BROMIDE	CHRM3	antagonist
CODEINE POLISTIREX	OPRD1	agonist
TYRPHOSTIN 1	SSTR3	agonist
PICROTOXININ	HTR3B	channel_blocker
SOLIMASTAT	MMP1	inhibitor
FENOBAM	GRM5	modulator
CHEMBL1570196	HTR1B	agonist
HYDROMORPHONE	OPRD1	binder
PARATHION	EDNRB	agonist
CHEMBL265301	GRIA1	antagonist
BAFETINIB	ABL1	inhibitor
DESONIDE	PLA2G1B	inhibitor
CARBACYCLIN	PTGER1	agonist
AT-7519	CDKN3	inhibitor
DAROTROPIUM	CHRM1	agonist
IFERANSERIN	HTR2A	antagonist
CHEMBL191971	HTR1A	antagonist
HALOTHANE	GABRQ	positive_allosteric_modulator
ATROPINE	CHRM5	antagonist
ROXINDOLE	HTR2A	antagonist
CONIVAPTAN HYDROCHLORIDE	AVPR1A	antagonist
AZD-6918	NTRK2	inhibitor
METHYSERGIDE MALEATE	HTR2B	antagonist
KETANSERIN	DRD5	antagonist
BAVISANT	HRH3	antagonist
DOXEPIN	HRH1	antagonist
5-MEO-DMT	HTR1E	agonist
ATAGABALIN	CACNG5	modulator
PROMAZINE	KCNA3	channel_blocker
MELATONIN	MTNR1A	agonist
GUANIDINE HYDROCHLORIDE	KCNA3	blocker
ILOPROST	PTGER1	agonist
ALPRAZOLAM	SSTR2	agonist
STRYCHNINE	CHRM1	allosteric_modulator
MIDOSTAURIN	PRKCG	inhibitor
CHEMBL351042	CXCR3	agonist
PROPOFOL	CXCR2	agonist
OXYBUTYNIN	CHRM1	antagonist
CITRIC ACID	CHRM1	antagonist
PERICIAZINE	DRD1	antagonist
SODIUM NITROPRUSSIDE	GUCY1A2	activator
CHEMBL6616	HTR2C	agonist
LINOLEIC ACID	FFAR4	agonist
TROPICAMIDE	CHRM3	antagonist
ESZOPICLONE	GABRQ	positive_allosteric_modulator
CYCLIC ADENOSINE MONOPHOSPHATE	FPR2	agonist
IB-MECA	SERPINF1	inhibitor
CHEMBL112816	PTGER1	antagonist
GALNON	HRH1	antagonist
FLUFENAMIC ACID	GJE1	inhibitor
CHEMBL221445	TACR3	antagonist
DIPHEMANIL METHYLSULFATE	CHRM3	antagonist
PHENIRAMINE	HRH1	antagonist
CHEMBL266591	HTR1E	agonist
CANDESARTAN CILEXETIL	AGTR2	antagonist
ACEBUTOLOL HYDROCHLORIDE	ADRB1	antagonist
ZOLMITRIPTAN	HTR1D	agonist
ARPROMIDINE	HRH1	antagonist
NORTRIPTYLINE HYDROCHLORIDE	NAT1	inhibitor
X-82	FLT1	inhibitor
BELAPERIDONE	CD1A	binder
OCTREOTIDE	SSTR5	agonist
CHEMBL76781	HTR2B	agonist
(7S)-HYDROXYL-STAUROSPORINE	PRKCG	inhibitor
HALOTHANE	KCNK3	activator
TRIFLUOPERAZINE HYDROCHLORIDE	HTR2A	antagonist
LISURIDE	DRD3	agonist
CHEMBL2110370	TACR2	antagonist
ERGOTAMINE	HTR1E	agonist
SODIUM BICARBONATE	SMYD2	inhibitor
ME-344	NDUFA6	inhibitor
ACEPROMETAZINE	HRH1	antagonist
CHEMBL60264	HTR6	antagonist
PERGOLIDE	HTR2C	agonist
OTENABANT	CNR1	antagonist
METFORMIN HYDROCHLORIDE	MT-ND3	inhibitor
BRIMONIDINE TARTRATE	ADRA2C	agonist
SEMAXANIB	FLT1	inhibitor
MARAVIROC	CCR5	antagonist
LEVOBETAXOLOL HYDROCHLORIDE	ADRB1	antagonist
EZETIMIBE	NPC1L1	inhibitor
TEMANOGREL	HTR2A	inverse_agonist
SALMETEROL	ADRB2	agonist
CHEMBL65280	HTR2A	antagonist
INDIBULIN	S1PR4	agonist
SR9009	NR1D1	agonist
PBF-999	ADORA2A	antagonist
FLUFENAMIC ACID	GJB5	inhibitor
DIETHYLSTILBESTROL	ESR1	agonist
LAMOTRIGINE	GNRHR	agonist
IRINOTECAN	ISG15	inhibitor
PHENINDIONE	VKORC1	inhibitor
FELODIPINE	CMKLR1	agonist
PHENETHYLAMINE	TAAR1	agonist
TROPISETRON	NAT1	antagonist
TEDISAMIL	KCNH4	blocker
DEXMEDETOMIDINE	ADRA2A	agonist
ANTHRACENE-9-CARBOXYLIC ACID	AVPR1A	antagonist
HYDROXYAMPHETAMINE HYDROBROMIDE	ADRA2A	agonist
CABERGOLINE	HTR1D	agonist
OLEOYLETHANOLAMIDE	GPR119	agonist
LYSERGOL	HTR1B	agonist
CARBENOXOLONE	ART1	inhibitor
TRIAMCINOLONE	SERPINA6	binder
TONAPOFYLLINE	ADORA2A	antagonist
MORIN	ADORA2A	antagonist
MIRTAZAPINE	ADRA2B	antagonist
CHEMBL506495	GALR2	agonist
CHEMBL307483	AVPR1A	antagonist
ASENAPINE (CHEMBL3187365)	HTR1B	agonist
CHEMBL1256845	CHRM1	allosteric_modulator
ENMD-981693	AURKA	inhibitor
DIFLORASONE	PLA2G1B	inhibitor
BURIMAMIDE	HRH4	antagonist
PRIMIDONE	GABRQ	positive_allosteric_modulator
BRL-15,572	HTR1A	agonist
FULVESTRANT	ESR1	antagonist
ALPROSTADIL	PTGDR	agonist
DONITRIPTAN	HTR1B	agonist
PLINABULIN	TUBB	inhibitor
RB 2	P2RY2	antagonist
CHEMBL155917	NAT1	antagonist
CORTICOTROPIN ZINC HYDROXIDE	MC2R	agonist
TOZADENANT	ADORA2A	antagonist
PILOCARPINE	CHRM5	agonist
NORADRENALINE	ADRB2	agonist
PRAMLINTIDE ACETATE	RAMP1	agonist
METFORMIN HYDROCHLORIDE	NDUFA8	inhibitor
AZD1981	PTGDR2	antagonist
CHEMBL66114	NAT1	antagonist
CHEMBL1256682	CHRM4	antagonist
BEPOTASTINE	HRH1	antagonist
SATAVAPTAN	AVPR2	antagonist
ERIBAXABAN	CHRM4	agonist
METERGOLINE	HTR2B	antagonist
BIPERIDEN (CHEMBL1101)	CHRM5	antagonist
COUMARIC ACID	HCAR2	agonist
CARVEDILOL	ADRB2	antagonist
RAUWOLSCINE	HTR1D	antagonist
LUCITANIB	FLT1	inhibitor
LANREOTIDE	SSTR5	agonist
ECOPIPAM	DRD5	antagonist
LABRADIMIL	BDKRB2	agonist
GUANABENZ ACETATE	ADRA2C	agonist
SB-243213	HTR2B	antagonist
PASIREOTIDE	SSTR3	agonist
PASIREOTIDE	SSTR3	agonist
CHEMBL1231795	EHMT2	inhibitor
OZANIMOD	S1PR3	agonist
NERISPIRDINE	KCNV1	blocker
METOCURINE IODIDE	CHRND	antagonist
CHEMBL2413521	HCRTR1	antagonist
UDP-GALACTOSE	P2RY14	agonist
PHYSOSTIGMINE SULFATE	CNTFR	agonist
PERAMPANEL	GRIA1	antagonist
TRANDOLAPRILAT	ACE	inhibitor
CHEMBL297784	HTR2C	antagonist
RELCOVAPTAN	AVPR2	antagonist
INFLIXIMAB	TNF	inhibitor
VICRIVIROC	CCR5	antagonist
QUETIAPINE	HTR1F	agonist
ADATANSERIN	HTR1A	agonist
PRAZEPAM	GABRG1	positive_allosteric_modulator
ILORASERTIB	FLT1	inhibitor
ETIDOCAINE HYDROCHLORIDE	SCN10A	blocker
CYPROHEPTADINE	HRH1	antagonist
CHEMBL442494	SSTR5	agonist
DIPHENIDOL HYDROCHLORIDE	CHRM1	antagonist
CYCLOSPORINE	S1PR3	agonist
SPIRAPRIL HYDROCHLORIDE	ACE	inhibitor
CHEMBL313938	GRM1	antagonist
cA2	TRPC5	activator
HALOPERIDOL	DRD3	antagonist
2-ARACHIDONOYLGLYCEROL	GPR55	agonist
MAVOGLURANT	GRM5	antagonist
PF-03814735	AURKA	inhibitor
HALOTHANE	GABRG1	positive_allosteric_modulator
N,N-DIMETHYLTRYPTAMINE	HTR1D	agonist
SUVOREXANT	HCRTR1	antagonist
KRN-633	FLT1	inhibitor
RAUWOLSCINE	HTR1B	antagonist
PJ34 (CHEMBL372303)	ACVR1C	agonist
SAREDUTANT	TACR2	antagonist
ALISERTIB	AURKA	inhibitor
LAROPIPRANT	PTGDR	antagonist
ABARELIX	GNRHR	antagonist
DIMETHINDENE MALEATE	HRH1	antagonist
ENMD-2076	AURKA	inhibitor
CIPROXIFAN	HRH4	antagonist
ERITORAN TETRASODIUM (CHEMBL3301672)	LY96	antagonist
DILTIAZEM HYDROCHLORIDE	CACNA1S	blocker
IMAGABALIN	CACNG4	modulator
URIDINE DIPHOSPHATE GLUCOSE	P2RY14	agonist
CHEMBL345214	HTR1A	allosteric_modulator
5-METHOXYTRYPTAMINE	HTR1F	agonist
ESTRADIOL VALERATE	ESR1	agonist
DESFLURANE	GABRG1	positive_allosteric_modulator
A-349,821	HRH1	antagonist
SEGLITIDE	SSTR3	agonist
ARIPIPRAZOLE	HRH1	antagonist
AMISELIMOD HYDROCHLORIDE	S1PR4	modulator
REMINERTANT	NTSR2	agonist
GALANIN	GALR3	agonist
PREGABALIN	CACNA1S	modulator
NAPHTHALENE	NPY4R	agonist
NADOLOL	ADRB2	antagonist
MYCOPHENOLIC ACID	IMPDH2	inhibitor
LY2828360	CNR2	agonist
LAMPALIZUMAB	CFD	antibody
PROPYLTHIOURACIL	TPO	inhibitor
4-DAMP	CHRM5	antagonist
DESIPRAMINE	SLC6A2	inhibitor
ABAPERIDONE (CHEMBL151475)	HTR1A	antagonist
PASIREOTIDE	SSTR2	agonist
PIRENZEPINE	CHRM3	antagonist
CORTISTATIN-14	SSTR2	agonist
ST1535	ADORA2A	antagonist
8-OH-DPAT	HTR1E	agonist
MLN-8054	AURKA	inhibitor
cA2	GJB6	inhibitor
CHEMBL598	FFAR1	agonist
OXYPHENONIUM BROMIDE	GPR119	agonist
AFAMELANOTIDE	MC3R	agonist
CORTICOTROPIN	MC4R	agonist
SAD448	CNR1	agonist
CHEMBL444278	P2RY1	antagonist
TEVERELIX	GNRHR	antagonist
NVP-AUY922	HSP90AB1	inhibitor
CARBENOXOLONE	PANX1	inhibitor
LIDOCAINE	SCN10A	blocker
KETOTIFEN FUMARATE	HRH1	antagonist
PHENMETRAZINE HYDROCHLORIDE	NAT1	inhibitor
CHEMBL405908	GRPR	antagonist
GR-55562	HTR1B	antagonist
DALFAMPRIDINE	KCNJ5	blocker
NIFEDIPINE	KCNA5	channel_blocker
FOLINIC ACID	HTR2B	antagonist
QUINIDINE POLYGALACTURONATE	SCN10A	blocker
XANOMELINE	HTR1A	agonist
HALOPERIDOL	HTR1D	antagonist
CHEMBL1672105	P2RX2	antagonist
CHEMBL38681	PNMT	inhibitor
NORADRENALINE	ADRB1	agonist
CHEMBL373780	P2RY2	agonist
CHEMBL284193	GRM3	agonist
ENPROSTIL	PTGER1	agonist
CLOBENPROPIT	HRH1	antagonist
CHEMBL11553	HRH1	agonist
FLUPHENAZINE	DRD5	antagonist
GUANIDINE HYDROCHLORIDE	KCNB2	blocker
ERIBULIN	TUBB	inhibitor
LEMBOREXANT	HCRTR1	antagonist
ARIPIPRAZOLE	HTR1D	agonist
KETANSERIN	HTR2B	antagonist
SECUKINUMAB	IL17A	inhibitor
NI-0801	CXCL10	inhibitor
ILOMASTAT	MMP9	inhibitor
KETOPROFEN	SLC5A8	inhibitor
CYCLOSPORINE	SLC10A1	inhibitor
UMECLIDINIUM	CHRM1	agonist
PANCURONIUM BROMIDE	CHRND	antagonist
XANOMELINE	HTR2C	antagonist
ALBUTEROL	ADRB2	agonist
FROVATRIPTAN	HTR1D	agonist
CHEMBL435402	P2RY13	agonist
CHLORDIAZEPOXIDE	GABRQ	positive_allosteric_modulator
DALFAMPRIDINE	KCNA3	blocker
CHEMBL241327	GRM1	allosteric_modulator
CHEMBL74505	ADORA2A	antagonist
GAMMA-AMINOBUTYRIC ACID	HTR1D	agonist
NERISPIRDINE	KCNA5	blocker
CHEMBL1079460	HTR2A	inhibitor
PROPOFOL	GABRG1	positive_allosteric_modulator
BOTULINUM TOXIN TYPE B	VAMP2	inhibitor
THIAMYLAL SODIUM	GABRQ	positive_allosteric_modulator
INDECAINIDE HYDROCHLORIDE	SCN10A	blocker
BNTX	OPRD1	antagonist
SECOBARBITAL SODIUM	GABRQ	positive_allosteric_modulator
ARACHIDONIC ACID	KCNK18	inhibitor
DICYCLOMINE	CHRM3	antagonist
ESTRONE	ESR1	agonist
ERGOTAMINE	HTR2A	agonist
GUANINE	CCR5	agonist
BUTALBITAL	GABRG1	positive_allosteric_modulator
CHEMBL1368696	P2RY1	antagonist
MOGAMULIZUMAB	CCR4	antibody
ANTAZOLINE HYDROCHLORIDE	HRH1	antagonist
VAPREOTIDE	SSTR3	agonist
CHEMBL76781	HTR2A	agonist
LAUDANOSINE	CPB2	inhibitor
MLN-0415	IKBKE	inhibitor
NAVITOCLAX	BCL2L2	inhibitor
TRANDOLAPRIL	ACE	inhibitor
DEMCIZUMAB	DLL4	inhibitor
DEXTROAMPHETAMINE SACCHARATE	SLC18A2	inhibitor
EMEDASTINE DIFUMARATE	HRH1	antagonist
MECLIZINE HYDROCHLORIDE	HRH1	antagonist
SEROTONIN	HTR6	agonist
TOLVAPTAN	AVPR2	antagonist
ETORPHINE (CHEMBL1908334)	OPRD1	agonist
8-OH-DPAT	HTR1B	agonist
FARAMPATOR	GRIA1	positive_allosteric_modulator
SPIROXATRINE	HTR1A	agonist
KW-2449	AURKA	inhibitor
ESZOPICLONE	GABRG1	positive_allosteric_modulator
HALOTHANE	KCNK9	activator
GUANABENZ ACETATE	ADRA2A	agonist
RG-1530	FLT1	inhibitor
LENVATINIB	FLT1	inhibitor
LISINOPRIL	ACE	inhibitor
BORTEZOMIB	PSMB7	inhibitor
CETRORELIX ACETATE	GNRHR	antagonist
CHEMBL574817	P2RY1	antagonist
HISTAMINE	HRH4	agonist
THEOPHYLLINE	ADORA2A	antagonist
IMAGABALIN	CACNG7	modulator
PARDOPRUNOX	DRD3	partial_agonist
DIPHOSPHOMELAVONATE	PMVK	inhibitor
CHEMBL313714	HTR1B	agonist
QUINIDINE SULFATE	C5AR2	agonist
PROMETHAZINE	HRH1	antagonist
RIZATRIPTAN	HTR1E	agonist
FORMOTEROL FUMARATE DIHYDRATE	ADRB2	agonist
FLUFENAMIC ACID	GJD2	inhibitor
MOTILIN	MLNR	agonist
DOPAMINE HYDROCHLORIDE	ADRB1	agonist
CHEMBL26116	HRH4	agonist
REBASTINIB	ABL1	inhibitor
DOXEPIN HYDROCHLORIDE	NAT1	inhibitor
NOMIFENSINE	SLC6A2	inhibitor
OXAZEPAM	GABRQ	positive_allosteric_modulator
BORTEZOMIB	PSMB11	inhibitor
BRENTUXIMAB VEDOTIN	TUBA3E	inhibitor
PF-04634817	CCR5	antagonist
ACETYLCHOLINE	CHRM3	agonist
CHEMBL264448	AVPR2	stimulator
CYCLOBENZAPRINE	FFAR1	agonist
MACITENTAN	EDNRB	antagonist
GW468816	GRIN2D	antagonist
BATEFENTEROL	CHRM3	antagonist
RIZATRIPTAN	HTR1D	agonist
THIOGUANINE	IMPDH2	inhibitor
FLINDOKALNER	KCNQ5	activator
CHEMBL507060	P2RY6	agonist
CHLORPHENIRAMINE MALEATE	HRH1	antagonist
CYPROHEPTADINE HYDROCHLORIDE	HRH1	antagonist
METFORMIN HYDROCHLORIDE	MT-ND5	inhibitor
EMRICASAN	CASP3	inhibitor
LENVATINIB MESYLATE	FLT1	inhibitor
BALANOL	GRK7	inhibitor
ATROPINE	CHRM4	antagonist
AZATADINE MALEATE	HRH1	antagonist
SOMATOSTATIN	SSTR3	agonist
RESERPINE	SLC18A2	inhibitor
GSK163090	HTR1A	antagonist
CHEMBL219629	TNF	inhibitor
GSK-4112	NR1D1	agonist
CAMICINAL	MLNR	agonist
VINCRISTINE SULFATE	TUBB	inhibitor
CYTIDINE	GRPR	agonist
DIPYRIDAMOLE	PDE8B	inhibitor
IMIPRAMINE PAMOATE	NAT1	inhibitor
CHEMBL99521	CHRM5	agonist
PHENINDIONE	VKORC1	inhibitor
LY2590443	HTR7	antagonist
cA2	GJB4	inhibitor
GLYCOPYRROLATE	CHRM5	antagonist
PHENIRAMINE MALEATE	HRH1	antagonist
ELETRIPTAN HYDROBROMIDE	HTR1F	agonist
AMBRISENTAN	EDNRB	antagonist
DARIFENACIN	CHRM4	antagonist
CHEMBL165679	HTR1A	antagonist
MALEIC ACID	SUCNR1	agonist
SETMELANOTIDE	MC5R	agonist
BIPERIDEN (CHEMBL1101)	CHRM1	antagonist
BASIMGLURANT	GRM5	modulator
AMP579	ADORA2A	agonist
URIDINE TRIPHOSPHATE	P2RY6	agonist
METHIONINE	GALR2	agonist
CHEMBL11348	MC3R	antagonist
TIMOLOL	ADRB1	antagonist
FELBAMATE	GRIN2D	antagonist
METHOCTRAMINE	CHRM5	antagonist
BRIVANIB ALANINATE	FLT1	inhibitor
OLANZAPINE	HTR6	antagonist
PERINDOPRIL	ACE	inhibitor
CHEMBL69367	TACR3	agonist
CHEMBL2177609	HSD11B1	inhibitor
ENOKIZUMAB	IL9	inhibitor
NV-128	NDUFA6	inhibitor
ESMIRTAZAPINE MALEATE	ADRA2C	antagonist
ICATIBANT	BDKRB2	antagonist
CHEMBL29641	P2RY13	agonist
NEPADUTANT	TACR2	antagonist
CHEMBL1289260	FPR2	agonist
ENGLERIN A	TRPC5	agonist
CHEMBL1256701	HTR1F	agonist
RISPERIDONE	HTR1A	antagonist
FLIBANSERIN	HTR1A	agonist
CHEMBL1256682	CHRM3	antagonist
CHEMBL442494	SSTR3	agonist
DALFAMPRIDINE	KCNA5	blocker
CHEMBL1162071	P2RY14	agonist
CHLOROPHENYLPIPERAZINE	HTR2B	agonist
PYRILAMINE	HRH1	antagonist
RG3487	HTR3D	antagonist
GSK-690693	PRKACG	inhibitor
TIVOZANIB	FLT1	inhibitor
TARANABANT	CNR1	antagonist
STAUROSPORINE	HIPK1	inhibitor
PRAMLINTIDE ACETATE	RAMP2	agonist
BRIVANIB	FLT1	inhibitor
XANOMELINE	HTR1B	agonist
NALBUPHINE HYDROCHLORIDE	OPRD1	agonist
USTEKINUMAB	IL12B	antibody
ORANTINIB	FLT1	inhibitor
CHEMBL261720	FLT1	inhibitor
TEGASEROD	HTR2B	antagonist
EPINEPHRINE	ADRA2B	agonist
DSP-2230	SCN10A	blocker
DALFAMPRIDINE	P2RY1	antagonist
DEXMETHYLPHENIDATE HYDROCHLORIDE	NAT1	inhibitor
GW493838	ADORA2A	agonist
CAL	PTHLH	inhibitor
