name	id	type	tf	target	essential	developmental	mouse.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
MRPL15	ENSG00000137547	protein_coding	F	F	T	F	Mrpl15	F	F	F	F	F	F	F	F	F	F	F	F	F
PI15	ENSG00000137558	protein_coding	F	F	F	F	Pi15	F	F	F	F	F	F	F	F	F	F	F	F	F
TTPA	ENSG00000137561	protein_coding	F	F	F	T	Ttpa	F	F	T	F	F	F	T	F	F	F	F	F	F
NXPE4	ENSG00000137634	protein_coding	F	F	F	F	Nxpe4	F	F	F	F	F	F	F	F	F	F	F	F	F
BUD13	ENSG00000137656	protein_coding	F	F	T	F	Bud13	F	F	F	F	F	F	T	F	F	F	F	F	F
MMP27	ENSG00000137675	protein_coding	F	F	F	F	Mmp27	F	F	F	F	F	F	F	F	F	F	F	F	F
SLC37A4	ENSG00000137700	protein_coding	F	F	F	F	Slc37a4	F	F	T	F	F	F	F	F	F	F	F	F	F
BTG4	ENSG00000137707	protein_coding	F	T	F	T	Btg4	T	F	F	F	F	F	F	F	F	F	F	F	F
FDX1	ENSG00000137714	protein_coding	F	F	F	F	Fdx1	F	F	T	F	F	F	T	F	F	F	F	F	F
C11orf1	ENSG00000137720	protein_coding	F	F	F	F	1110032A03Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
ARHGAP20	ENSG00000137727	protein_coding	F	T	F	F	Arhgap20	F	F	F	F	F	F	F	F	F	F	F	F	F
MMP13	ENSG00000137745	protein_coding	F	T	F	T	Mmp13	F	F	F	F	F	F	F	F	F	F	F	F	F
CASP5	ENSG00000137757	protein_coding	F	F	F	F		T	T	F	F	F	F	F	F	F	F	F	F	F
SQOR	ENSG00000137767	protein_coding	F	F	F	F	Sqor	F	F	F	F	F	F	F	F	F	F	F	F	F
BCL2L10	ENSG00000137875	protein_coding	F	F	F	F	Bcl2l10	F	T	F	F	T	F	F	F	F	F	F	F	F
GCHFR	ENSG00000137880	protein_coding	F	T	F	F	Gchfr	F	F	F	F	F	F	F	F	F	F	F	F	F
TTLL7	ENSG00000137941	protein_coding	F	F	F	T	Ttll7	F	F	F	F	F	F	F	F	F	F	F	F	F
KYAT3	ENSG00000137944	protein_coding	F	F	F	F	Kyat3	F	F	F	F	F	F	F	F	F	F	F	F	F
RABGGTB	ENSG00000137955	protein_coding	F	F	T	F	Rabggtb	F	F	F	F	F	F	T	F	F	F	F	F	F
GIPC2	ENSG00000137960	protein_coding	F	F	F	F	Gipc2	F	F	T	F	T	F	F	F	F	F	F	F	F
IFI44	ENSG00000137965	protein_coding	F	F	F	F	Ifi44	F	F	F	F	F	F	F	F	F	F	F	F	F
DNASE2B	ENSG00000137976	protein_coding	F	F	F	F	Dnase2b	F	F	F	F	F	T	T	F	F	T	F	F	F
DBT	ENSG00000137992	protein_coding	F	F	F	F	Dbt	F	F	T	F	T	F	F	F	F	F	F	F	F
CYP1B1	ENSG00000138061	protein_coding	F	T	F	T	Cyp1b1	F	F	F	F	F	F	F	F	F	F	F	F	F
SULT6B1	ENSG00000138068	protein_coding	F	F	F	F	Sult6b1	F	F	T	F	F	F	F	F	F	F	F	F	F
RAB1A	ENSG00000138069	protein_coding	F	F	T	F	Rab1a	F	F	F	F	F	F	F	F	F	F	F	F	F
ABCG5	ENSG00000138075	protein_coding	F	F	T	F	Abcg5	F	F	T	F	T	F	F	F	F	F	F	F	F
SLC3A1	ENSG00000138079	protein_coding	F	F	F	F	Slc3a1	F	F	T	F	T	F	T	F	F	F	F	F	F
EMILIN1	ENSG00000138080	protein_coding	F	T	F	F	Emilin1	F	F	T	F	F	F	F	F	F	F	F	F	F
SIX3	ENSG00000138083	protein_coding	F	F	F	T	Six3	F	F	F	F	F	F	F	F	F	F	F	F	F
LOXL4	ENSG00000138131	protein_coding	F	T	F	F	Loxl4	F	F	F	F	F	F	F	F	F	F	F	F	F
CH25H	ENSG00000138135	protein_coding	F	F	F	F	Ch25h	F	F	F	F	F	F	F	F	F	F	F	F	F
LBX1	ENSG00000138136	protein_coding	F	F	F	T	Lbx1	F	F	F	F	F	F	F	F	F	F	F	F	F
KIF11	ENSG00000138160	protein_coding	F	F	T	F	Kif11	F	F	T	F	F	F	F	F	F	F	F	F	F
ARL3	ENSG00000138175	protein_coding	F	F	T	F	Arl3	F	F	T	F	T	F	F	F	F	F	F	F	F
RBP4	ENSG00000138207	protein_coding	F	F	F	T	Rbp4	F	F	F	F	F	F	F	F	F	F	F	F	F
GPR87	ENSG00000138271	protein_coding	F	F	F	F	Gpr87	F	F	F	F	F	F	F	F	F	F	F	F	F
PLA2G12B	ENSG00000138308	protein_coding	F	F	F	F	Pla2g12b	F	F	F	F	T	F	T	F	F	F	F	F	F
OIT3	ENSG00000138315	protein_coding	F	F	F	F	Oit3	F	F	T	F	T	F	F	F	F	F	F	F	F
ADAMTS14	ENSG00000138316	protein_coding	F	T	F	F	Adamts14	F	F	F	F	F	F	F	F	F	F	F	F	F
TET1	ENSG00000138336	protein_coding	F	F	F	T	Tet1	F	F	T	F	T	F	F	F	F	F	F	F	F
MYPN	ENSG00000138347	protein_coding	F	F	F	F	Mypn	F	F	F	F	T	F	F	F	F	F	F	F	F
MSTN	ENSG00000138379	protein_coding	F	F	F	T	Mstn	F	F	F	F	F	F	F	F	F	F	F	F	F
ASNSD1	ENSG00000138381	protein_coding	F	F	T	F	Gm28551	F	F	F	F	F	F	F	F	F	F	F	F	F
GUCA1C	ENSG00000138472	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CCDC54	ENSG00000138483	protein_coding	F	F	T	F	Ccdc54	F	F	F	F	F	F	F	F	F	F	F	F	F
GLCE	ENSG00000138604	protein_coding	F	F	T	F	Glce	F	F	T	F	F	F	F	F	F	F	F	F	F
CILP	ENSG00000138615	protein_coding	F	F	F	F	Cilp	F	F	T	F	F	F	F	F	F	F	F	F	F
HCN4	ENSG00000138622	protein_coding	F	T	F	T	Hcn4	F	F	F	F	F	F	F	F	F	F	F	F	F
UBL7	ENSG00000138629	protein_coding	F	T	F	F	Ubl7	F	F	T	F	F	F	F	F	F	F	F	F	F
FGF2	ENSG00000138685	protein_coding	F	T	F	T	Fgf2	F	F	T	F	T	F	F	F	F	F	F	F	F
CXCL9	ENSG00000138755	protein_coding	F	T	F	F	Cxcl9	F	F	F	F	F	F	F	F	F	F	F	F	F
SEC24B	ENSG00000138802	protein_coding	F	F	F	F	Sec24b	F	F	T	T	F	F	T	F	T	T	F	F	F
MTTP	ENSG00000138823	protein_coding	F	F	F	F	Mttp	F	F	F	F	F	F	T	F	F	F	F	F	F
KIAA1644	ENSG00000138944	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PDE6H	ENSG00000139053	protein_coding	F	F	F	F	Pde6h	F	F	F	F	F	F	F	F	F	F	F	F	F
CPNE8	ENSG00000139117	protein_coding	F	F	F	F	Cpne8	F	F	F	F	F	F	F	F	F	F	F	F	F
AEBP2	ENSG00000139154	protein_coding	F	F	T	F	Aebp2	F	F	T	F	T	T	T	F	F	T	F	T	F
ETFBKMT	ENSG00000139160	protein_coding	F	F	F	F	Etfbkmt	F	F	F	F	F	F	F	F	F	F	F	F	F
TAPBPL	ENSG00000139192	protein_coding	F	F	F	F	Tapbpl	F	F	T	F	T	F	F	F	F	F	F	F	F
PIANP	ENSG00000139200	protein_coding	F	F	F	F	Pianp	F	F	F	F	T	F	F	F	F	F	F	F	F
SLC38A4	ENSG00000139209	protein_coding	F	F	T	F	Slc38a4	F	F	F	F	F	F	T	F	F	F	F	F	F
AMIGO2	ENSG00000139211	protein_coding	F	F	F	F	Amigo2	F	F	F	F	F	F	F	F	F	F	F	F	F
ANP32D	ENSG00000139223	protein_coding	F	F	F	F	Anp32a	F	F	F	F	F	F	F	F	F	F	F	F	F
LLPH	ENSG00000139233	protein_coding	F	F	F	F	Llph	F	F	F	F	F	F	F	F	F	F	F	F	F
INHBE	ENSG00000139269	protein_coding	F	T	F	F	Inhbe	F	F	F	F	T	F	F	F	F	F	F	F	F
PHLDA1	ENSG00000139289	protein_coding	F	F	F	F	Phlda1	F	F	F	F	F	F	F	F	F	T	F	F	F
TMEM19	ENSG00000139291	protein_coding	F	F	F	F	Tmem19	F	F	F	F	F	F	F	F	F	F	F	F	F
KERA	ENSG00000139330	protein_coding	F	F	F	F	Kera	F	F	F	F	F	F	F	F	F	F	F	F	F
SYCP3	ENSG00000139351	protein_coding	F	T	F	T	Gm21409	F	F	T	F	F	F	F	F	F	F	F	F	F
ASCL1	ENSG00000139352	protein_coding	T	T	F	T	Ascl1	T	F	F	F	F	F	F	F	F	F	F	F	F
RITA1	ENSG00000139405	protein_coding	F	F	F	F	Rita1	T	F	F	F	F	F	F	F	F	F	F	F	F
SDSL	ENSG00000139410	protein_coding	F	F	F	F	Sdsl	F	F	F	F	F	F	F	F	F	F	F	F	F
SLC46A3	ENSG00000139508	protein_coding	F	F	F	F	Slc46a3	F	F	F	F	F	F	T	F	F	F	F	F	F
PDX1	ENSG00000139515	protein_coding	T	T	F	T	Pdx1	T	F	F	F	F	F	F	F	F	F	F	F	F
LNX2	ENSG00000139517	protein_coding	F	F	F	F	Lnx2	F	F	F	F	T	T	T	F	F	F	F	F	F
DHH	ENSG00000139549	protein_coding	F	F	F	T	Dhh	F	F	T	F	T	F	F	F	F	F	F	F	F
GPR84	ENSG00000139572	protein_coding	F	F	F	F		F	F	F	F	T	F	F	F	F	F	F	F	F
NPFF	ENSG00000139574	protein_coding	F	F	F	F	Npff	F	F	F	F	T	F	T	F	F	F	F	F	F
CELA1	ENSG00000139610	protein_coding	F	F	F	T	Cela1	F	F	F	F	F	F	F	F	F	F	F	F	F
KRT71	ENSG00000139648	protein_coding	F	F	F	T	Krt71	F	F	F	F	F	F	F	F	F	F	F	F	F
SMIM2	ENSG00000139656	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
HNRNPA1L2	ENSG00000139675	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
LPAR6	ENSG00000139679	protein_coding	F	F	F	F	Lpar6	F	F	F	F	T	F	T	F	F	F	F	F	F
SBNO1	ENSG00000139697	protein_coding	F	F	T	F	Sbno1	F	F	T	F	T	T	T	F	F	T	F	F	F
SETD1B	ENSG00000139718	protein_coding	F	F	F	F	Setd1b	F	F	F	F	F	F	F	F	F	F	F	F	F
METTL21C	ENSG00000139780	protein_coding	F	F	F	F	Mettl21c	F	F	T	F	F	F	F	F	F	F	F	F	F
RNF113B	ENSG00000139797	protein_coding	F	F	F	F	Rnf113a1	F	F	F	F	F	F	F	F	F	F	F	F	F
ZIC5	ENSG00000139800	protein_coding	F	F	F	T	Zic5	F	F	F	F	F	F	F	F	F	F	F	F	F
ABHD13	ENSG00000139826	protein_coding	F	F	F	F	Abhd13	F	F	F	F	F	F	F	F	T	F	F	F	F
RAB20	ENSG00000139832	protein_coding	F	F	F	F	Rab20	F	F	F	F	F	F	F	F	F	F	F	F	F
SSTR1	ENSG00000139874	protein_coding	F	T	F	F	Sstr1	F	F	F	F	F	F	F	F	F	F	F	F	F
CDH24	ENSG00000139880	protein_coding	F	F	F	F	Cdh24	F	F	T	F	F	F	F	F	F	F	F	F	F
REM2	ENSG00000139890	protein_coding	F	F	F	F	Rem2	F	F	T	F	F	F	F	F	F	F	F	F	F
CBLN3	ENSG00000139899	protein_coding	F	F	F	F	Cbln3	F	F	F	F	F	F	F	F	F	F	F	F	F
TSSK4	ENSG00000139908	protein_coding	F	F	F	T	Tssk4	F	F	F	F	T	F	F	F	F	F	F	F	F
FITM1	ENSG00000139914	protein_coding	F	F	F	F	Fitm1	F	F	F	F	T	F	F	F	F	F	F	F	F
PELI2	ENSG00000139946	protein_coding	F	F	F	F	Peli2	F	F	F	F	F	F	F	F	F	F	F	F	F
C14orf37	ENSG00000139971	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
NAA30	ENSG00000139977	protein_coding	F	F	T	F	Naa30	F	F	F	F	F	F	T	F	T	T	F	F	F
ADAM21	ENSG00000139985	protein_coding	F	F	F	F	Adam21	F	F	F	F	F	F	F	F	F	F	F	F	F
WDR89	ENSG00000140006	protein_coding	F	F	T	F	Wdr89	F	F	F	F	T	F	F	F	F	F	F	F	F
GPR65	ENSG00000140030	protein_coding	F	F	F	T	Gpr65	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM181A	ENSG00000140067	protein_coding	F	F	F	F	Fam181a	F	F	F	F	F	F	F	F	F	F	F	F	F
SERPINA10	ENSG00000140093	protein_coding	F	F	F	F	Serpina10	F	F	F	F	F	F	T	F	F	F	F	F	F
SLC25A47	ENSG00000140107	protein_coding	F	F	F	F	Slc25a47	F	F	F	F	T	F	T	F	F	F	F	F	F
LYSMD2	ENSG00000140280	protein_coding	F	F	F	F	Lysmd2	F	F	F	F	F	F	F	F	F	F	F	F	F
HDC	ENSG00000140287	protein_coding	F	T	F	F	Hdc	F	F	T	F	F	F	F	F	F	F	F	F	F
GCNT3	ENSG00000140297	protein_coding	F	F	F	F	Gcnt3	F	F	F	F	T	F	F	F	F	F	F	F	F
BCL2A1	ENSG00000140379	protein_coding	F	F	T	F	Bcl2a1c	F	T	F	F	F	F	F	F	F	F	F	F	F
TLNRD1	ENSG00000140406	protein_coding	F	F	F	F	Tlnrd1	F	F	F	F	F	F	F	F	F	F	F	F	F
ARRDC4	ENSG00000140450	protein_coding	F	F	F	F	Arrdc4	F	F	F	F	F	F	F	F	F	F	F	F	F
GOLGA6D	ENSG00000140478	protein_coding	F	F	F	F	Golga2	F	F	F	F	F	F	F	F	F	F	F	F	F
CYP1A2	ENSG00000140505	protein_coding	F	T	F	T	Cyp1a2	F	F	F	F	T	F	F	F	F	T	F	F	F
LMAN1L	ENSG00000140506	protein_coding	F	F	F	F	Lman1l	F	F	F	F	F	F	T	F	F	F	F	F	F
ITGAX	ENSG00000140678	protein_coding	F	T	F	T	Itgax	F	F	F	F	F	F	F	F	F	F	F	F	F
UNC45B	ENSG00000141161	protein_coding	F	F	F	T	Unc45b	F	F	T	F	F	F	F	F	F	F	F	F	F
OR4D1	ENSG00000141194	protein_coding	F	F	F	F	Olfr464	F	F	F	F	F	F	F	F	F	F	F	F	F
KIF2B	ENSG00000141200	protein_coding	F	F	F	F	Kif2b	F	F	F	F	F	F	F	F	F	F	F	F	F
C17orf80	ENSG00000141219	protein_coding	F	F	F	F	D11Wsu47e	F	F	F	F	F	F	F	F	F	F	F	F	F
SPATA22	ENSG00000141255	protein_coding	F	F	F	F	Gm49340	F	F	F	F	F	F	F	F	F	F	F	F	F
PTRH2	ENSG00000141378	protein_coding	F	F	T	F	Ptrh2	F	F	T	F	T	F	T	F	F	F	F	F	F
SLC39A6	ENSG00000141424	protein_coding	F	F	F	F	Slc39a6	F	F	F	F	F	F	F	F	F	F	F	F	F
SLC25A52	ENSG00000141437	protein_coding	F	F	F	F	Slc25a51	F	F	F	F	F	F	F	F	F	F	F	F	F
GATA6	ENSG00000141448	protein_coding	T	T	F	T	Gata6	F	F	F	F	T	F	T	F	F	T	F	F	F
ZNF750	ENSG00000141579	protein_coding	F	T	T	F	Zfp750	F	F	F	F	F	F	F	F	F	F	F	F	F
MIEN1	ENSG00000141741	protein_coding	F	F	F	F	Mien1	F	F	F	F	F	F	F	F	F	F	F	F	F
PNMT	ENSG00000141744	protein_coding	F	F	F	F	Pnmt	F	F	F	F	F	F	F	F	F	F	F	F	F
IGFBP4	ENSG00000141753	protein_coding	F	T	F	T	Igfbp4	T	F	F	F	F	F	F	F	F	F	F	F	F
ZIM3	ENSG00000141946	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PRDM15	ENSG00000141956	protein_coding	F	F	F	F	Prdm15	F	F	T	F	F	F	F	F	F	F	F	F	F
FEM1A	ENSG00000141965	protein_coding	F	F	F	F	Fem1al	F	F	F	F	F	F	F	F	F	F	F	F	F
SH3GL1	ENSG00000141985	protein_coding	F	F	F	T	Sh3gl1	F	F	F	F	T	F	T	F	F	T	F	F	F
CCDC97	ENSG00000142039	protein_coding	F	F	F	F	Ccdc97	F	F	T	F	T	F	T	F	F	F	F	F	F
TMEM91	ENSG00000142046	protein_coding	F	F	F	F	Tmem91	F	F	F	F	T	F	F	F	F	F	F	F	F
ZFP14	ENSG00000142065	protein_coding	F	F	F	F	Zfp14	F	F	T	F	F	F	F	F	F	F	F	F	F
DNMT3L	ENSG00000142182	protein_coding	F	F	F	T	Dnmt3l	F	F	F	F	F	F	F	F	F	F	F	F	F
WTIP	ENSG00000142279	protein_coding	F	F	F	F	Wtip	F	F	F	F	F	F	F	F	F	F	F	F	F
CACNG8	ENSG00000142408	protein_coding	F	F	F	F	Cacng8	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF787	ENSG00000142409	protein_coding	F	F	F	F	Zfp787	F	F	F	F	F	F	F	F	F	F	F	F	F
TM4SF5	ENSG00000142484	protein_coding	F	F	F	F	Tm4sf5	F	F	T	F	T	F	F	F	F	F	F	F	F
GPR32	ENSG00000142511	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ACP4	ENSG00000142513	protein_coding	F	F	F	F	Acp4	F	F	F	F	F	F	F	F	F	F	F	F	F
PTH2	ENSG00000142538	protein_coding	F	F	F	F	Pth2	F	F	F	F	F	F	F	F	F	F	F	F	F
AC020909.1	ENSG00000142539	protein_coding	F	F	F	F	Spib	F	F	F	F	F	F	F	F	F	F	F	F	F
CTU1	ENSG00000142544	protein_coding	F	F	T	F	Ctu1	F	F	F	F	F	F	F	F	F	F	F	F	F
IGLON5	ENSG00000142549	protein_coding	F	F	F	F	Iglon5	F	F	F	F	F	F	F	F	F	F	F	F	F
CELA2A	ENSG00000142615	protein_coding	F	F	F	F	Cela2a	F	F	F	F	F	F	F	F	F	F	F	F	F
PADI3	ENSG00000142619	protein_coding	F	T	F	F	Padi3	F	F	F	F	F	F	F	F	F	F	F	F	F
ARHGEF19	ENSG00000142632	protein_coding	F	F	T	F	Arhgef19	F	F	F	F	F	F	F	F	F	F	F	F	F
EFHD2	ENSG00000142634	protein_coding	F	F	F	F	Efhd2	F	F	T	F	F	F	F	F	F	F	F	F	F
SH3BGRL3	ENSG00000142669	protein_coding	F	F	T	F	Sh3bgrl3	F	F	F	F	T	F	F	F	F	F	F	F	F
IL22RA1	ENSG00000142677	protein_coding	F	F	F	F	Il22ra1	F	F	F	F	T	F	F	F	F	F	F	F	F
ZNF593	ENSG00000142684	protein_coding	F	F	F	F	Zfp593	F	F	F	F	F	F	F	F	F	F	F	F	F
C1orf94	ENSG00000142698	protein_coding	F	F	F	F	CK137956	F	F	F	F	F	F	F	F	F	F	F	F	F
DMRTA2	ENSG00000142700	protein_coding	F	F	F	F	Dmrta2	F	F	F	F	F	F	F	F	F	F	F	F	F
RPS8	ENSG00000142937	protein_coding	F	F	T	T	Rps8	F	F	F	F	F	F	F	F	F	F	F	F	F
PTPRF	ENSG00000142949	protein_coding	F	F	F	T	Ptprf	F	F	F	F	T	F	T	F	F	T	F	F	F
BEST4	ENSG00000142959	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TMEM61	ENSG00000143001	protein_coding	F	F	F	F	Tmem61	F	F	F	F	F	F	F	F	F	F	F	F	F
BARHL2	ENSG00000143032	protein_coding	F	F	F	T	Barhl2	F	F	F	F	F	F	F	F	F	F	F	F	F
IGSF3	ENSG00000143061	protein_coding	F	F	F	F	Igsf3	F	F	F	F	T	F	F	F	F	F	F	F	F
ZNF697	ENSG00000143067	protein_coding	F	F	F	F	Zfp697	F	F	F	F	F	F	F	F	F	F	F	F	F
KCNA10	ENSG00000143105	protein_coding	F	F	F	F	Kcna10	F	F	F	F	F	F	F	F	F	F	F	F	F
FNDC7	ENSG00000143107	protein_coding	F	F	F	F	Fndc7	F	F	F	F	F	F	F	F	F	F	F	F	T
PROK1	ENSG00000143125	protein_coding	F	F	F	F	Prok1	F	F	F	F	F	F	F	F	F	F	F	F	F
ATP1B1	ENSG00000143153	protein_coding	F	F	F	F	Atp1b1	F	F	F	F	T	F	F	F	F	F	F	F	F
TIPRL	ENSG00000143155	protein_coding	F	F	T	F	Tiprl	F	F	T	F	F	T	F	F	F	F	F	F	F
POGK	ENSG00000143157	protein_coding	F	F	F	T	Pogk	F	F	F	F	F	F	F	F	F	F	F	F	F
MPC2	ENSG00000143158	protein_coding	F	F	F	F	Mpc2	F	F	F	F	F	F	F	F	F	F	F	F	F
CREG1	ENSG00000143162	protein_coding	F	F	F	T	Creg1	F	F	F	F	F	F	F	F	F	F	F	T	F
XCL1	ENSG00000143184	protein_coding	F	F	F	F	Xcl1	F	F	F	F	F	F	F	F	F	F	F	F	F
XCL2	ENSG00000143185	protein_coding	F	F	F	F	Xcl1	F	F	F	F	F	F	F	F	F	F	F	F	F
ILDR2	ENSG00000143195	protein_coding	F	F	F	T	Ildr2	F	F	F	F	F	F	F	F	F	F	F	F	F
DPT	ENSG00000143196	protein_coding	F	F	F	F	Dpt	F	F	F	F	F	F	F	F	F	F	F	F	F
RFWD2	ENSG00000143207	protein_coding	T	F	T	F		T	F	F	F	F	F	F	F	F	F	F	F	F
UFC1	ENSG00000143222	protein_coding	F	F	T	F	Ufc1	F	F	F	F	F	F	F	F	F	F	F	F	F
PFDN2	ENSG00000143256	protein_coding	F	F	T	F	Pfdn2	F	F	F	F	T	F	F	F	F	F	F	F	F
FCRL5	ENSG00000143297	protein_coding	F	F	F	F	Fcrl5	F	F	F	F	F	F	F	F	F	F	F	F	F
MRPL24	ENSG00000143314	protein_coding	F	F	T	F	Mrpl24	F	F	F	F	F	F	F	F	F	F	F	F	F
PIGM	ENSG00000143315	protein_coding	F	F	T	F	Pigm	F	F	F	F	F	F	F	F	F	F	F	F	F
ISG20L2	ENSG00000143319	protein_coding	F	F	T	F	Isg20l2	F	F	F	F	F	F	F	F	F	F	F	F	F
CRABP2	ENSG00000143320	protein_coding	F	T	F	T	Crabp2	F	F	F	F	F	F	F	F	F	F	F	F	F
RGS16	ENSG00000143333	protein_coding	F	F	F	F	Rgs16	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM163A	ENSG00000143340	protein_coding	F	F	F	F	Fam163a	F	F	F	F	F	F	F	F	F	F	F	F	F
RGL1	ENSG00000143344	protein_coding	F	F	F	F	Rgl1	F	F	T	F	F	F	F	F	F	F	F	F	F
PRUNE1	ENSG00000143363	protein_coding	F	F	F	F	Prune1	F	F	F	F	F	F	F	F	F	F	F	F	F
SF3B4	ENSG00000143368	protein_coding	F	F	T	F	Sf3b4	F	F	T	F	T	F	F	F	F	F	F	F	F
ECM1	ENSG00000143369	protein_coding	F	T	F	T	Ecm1	F	F	T	F	T	F	F	F	F	F	F	F	F
ANP32E	ENSG00000143401	protein_coding	F	F	T	F	Anp32e	F	F	F	F	F	F	F	F	F	F	F	F	F
GABPB2	ENSG00000143458	protein_coding	F	F	F	F	Gabpb2	F	F	T	F	T	F	F	F	F	F	F	F	F
SMYD2	ENSG00000143499	protein_coding	F	F	F	F	Smyd2	F	F	T	F	F	F	F	F	F	F	F	F	F
HHIPL2	ENSG00000143512	protein_coding	F	F	F	F	Hhipl2	F	F	F	F	F	F	F	F	F	F	F	F	F
FLG2	ENSG00000143520	protein_coding	F	F	F	F	Flg2	F	F	F	F	F	F	F	F	F	F	F	F	F
CRNN	ENSG00000143536	protein_coding	F	F	F	F	Crnn	T	F	F	F	F	F	F	F	F	F	F	F	F
ADAM15	ENSG00000143537	protein_coding	F	F	F	T	Adam15	F	F	F	F	F	F	F	F	F	F	F	F	F
NUP210L	ENSG00000143552	protein_coding	F	F	F	F	Nup210l	F	F	T	F	T	F	F	F	F	F	F	F	F
S100A7	ENSG00000143556	protein_coding	F	F	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
CREB3L4	ENSG00000143578	protein_coding	T	F	T	F	Creb3l4	F	F	F	F	T	F	F	F	F	F	F	F	F
AQP10	ENSG00000143595	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PKLR	ENSG00000143627	protein_coding	F	T	F	T	Pklr	F	F	F	F	T	F	F	F	F	F	F	F	F
FLG	ENSG00000143631	protein_coding	F	F	F	T	Flg	F	F	F	F	F	F	F	F	F	F	F	F	F
ACTA1	ENSG00000143632	protein_coding	F	T	F	T	Acta1	F	F	F	F	F	F	F	F	F	F	F	F	F
GALNT2	ENSG00000143641	protein_coding	F	T	F	F	Galnt2l	F	F	T	F	F	T	T	F	F	F	F	F	F
SCCPDH	ENSG00000143653	protein_coding	F	F	F	F	Sccpdh	F	F	T	F	F	F	F	F	F	F	F	F	F
MAP3K21	ENSG00000143674	protein_coding	F	F	F	F	Map3k21	F	F	F	F	F	F	F	F	F	F	F	F	F
SNAP47	ENSG00000143740	protein_coding	F	F	F	F	Snap47	F	F	T	F	F	F	F	F	F	F	F	F	F
NVL	ENSG00000143748	protein_coding	F	F	T	F	Nvl	F	F	T	F	F	F	F	F	F	F	F	F	F
SDE2	ENSG00000143751	protein_coding	F	F	F	F	Sde2	F	F	F	F	F	F	F	F	F	F	F	F	F
ITPKB	ENSG00000143772	protein_coding	F	F	F	T	Itpkb	F	F	T	F	F	F	F	F	F	F	F	F	F
CNIH3	ENSG00000143786	protein_coding	F	F	F	F	Cnih3	F	F	T	F	F	F	F	F	F	F	F	F	F
C1orf35	ENSG00000143793	protein_coding	F	F	F	F	2310033P09Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
WNT9A	ENSG00000143816	protein_coding	F	F	F	T	Wnt9a	F	F	F	F	T	F	F	F	F	F	F	F	F
REN	ENSG00000143839	protein_coding	F	T	F	T	Ren1	F	F	F	F	F	F	F	F	F	F	F	F	F
SYT2	ENSG00000143858	protein_coding	F	F	F	F	Syt2	F	F	T	F	F	F	F	F	F	F	F	F	F
GDF7	ENSG00000143869	protein_coding	F	F	F	T	Gdf7	F	F	F	F	F	F	F	F	F	F	F	F	F
RHOB	ENSG00000143878	protein_coding	F	T	F	T	Rhob	T	F	F	F	F	F	F	F	F	F	F	F	F
CHAC2	ENSG00000143942	protein_coding	F	F	T	F	Chac2	F	F	F	F	F	F	F	F	F	F	F	F	F
ASXL2	ENSG00000143970	protein_coding	F	F	T	F	Asxl2	F	F	T	T	T	T	T	T	F	T	F	F	T
ABHD1	ENSG00000143994	protein_coding	F	F	F	F	Abhd1	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM43B	ENSG00000144010	protein_coding	F	F	F	F	Trim43b	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM43	ENSG00000144015	protein_coding	F	F	F	F	Trim43b	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF514	ENSG00000144026	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
NAT8	ENSG00000144035	protein_coding	F	F	F	T	Nat8f1	F	F	F	F	F	F	F	F	F	F	F	F	F
ST6GAL2	ENSG00000144057	protein_coding	F	F	F	T	St6gal2	F	F	F	F	F	F	F	F	F	F	F	F	F
C1QL2	ENSG00000144119	protein_coding	F	F	F	F	C1ql2	F	F	F	F	F	F	F	F	F	F	F	F	F
LYG1	ENSG00000144214	protein_coding	F	F	F	F	Lyg1	F	F	T	F	F	F	F	F	F	F	F	F	F
NXPH2	ENSG00000144227	protein_coding	F	F	F	F	Nxph2	F	F	F	F	T	F	F	F	F	F	F	F	F
GPR17	ENSG00000144230	protein_coding	F	F	F	F	Gpr17	F	F	T	F	T	F	F	F	F	F	F	F	F
